context_id,budget,source_agent,target_agent,success_self,success_cross,judge_drop,n_samples
longmemeval::f0853d11,128,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::f0853d11,128,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::f0853d11,128,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::f0853d11,128,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::f0853d11,128,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::f0853d11,128,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::f0853d11,256,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::f0853d11,256,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::f0853d11,256,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::f0853d11,256,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::f0853d11,256,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::f0853d11,256,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::f0853d11,512,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::f0853d11,512,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::f0853d11,512,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::f0853d11,512,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::f0853d11,512,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::f0853d11,512,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::f0853d11,1024,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::f0853d11,1024,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::f0853d11,1024,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::f0853d11,1024,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::f0853d11,1024,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::f0853d11,1024,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,128,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,128,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,128,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,128,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,128,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,128,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,256,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,256,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,256,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,256,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,256,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,256,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,512,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,512,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,512,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,512,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,512,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,512,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,1024,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,1024,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,1024,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,1024,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,1024,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_6ed717ea,1024,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::a3838d2b,128,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::a3838d2b,128,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::a3838d2b,128,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::a3838d2b,128,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::a3838d2b,128,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::a3838d2b,128,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::a3838d2b,256,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::a3838d2b,256,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::a3838d2b,256,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::a3838d2b,256,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::a3838d2b,256,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::a3838d2b,256,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::a3838d2b,512,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::a3838d2b,512,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::a3838d2b,512,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::a3838d2b,512,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::a3838d2b,512,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::a3838d2b,512,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::a3838d2b,1024,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::a3838d2b,1024,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::a3838d2b,1024,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::a3838d2b,1024,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::a3838d2b,1024,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::a3838d2b,1024,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,128,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,128,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,128,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,128,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,128,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,128,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,256,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,256,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,256,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,256,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,256,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,256,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,512,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,512,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,512,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,512,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,512,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,512,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,1024,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,1024,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,1024,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,1024,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,1024,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_93159ced,1024,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::6613b389,128,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::6613b389,128,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::6613b389,128,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::6613b389,128,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::6613b389,128,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::6613b389,128,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::6613b389,256,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::6613b389,256,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::6613b389,256,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::6613b389,256,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::6613b389,256,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::6613b389,256,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::6613b389,512,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::6613b389,512,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::6613b389,512,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::6613b389,512,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::6613b389,512,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::6613b389,512,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::6613b389,1024,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::6613b389,1024,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::6613b389,1024,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::6613b389,1024,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::6613b389,1024,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::6613b389,1024,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,128,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,128,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,128,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,128,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,128,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,128,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,256,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,256,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,256,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,256,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,256,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,256,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,512,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,512,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,512,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,512,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,512,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,512,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,1024,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,1024,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,1024,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,1024,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,1024,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_1a1dc16d,1024,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,128,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,128,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,128,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,128,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,128,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,128,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,256,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,256,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,256,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,256,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,256,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,256,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,512,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,512,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,512,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,512,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,512,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,512,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,1024,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,1024,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,1024,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,1024,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,1024,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_fe651585,1024,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::c8090214_abs,128,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::c8090214_abs,128,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::c8090214_abs,128,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::c8090214_abs,128,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::c8090214_abs,128,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::c8090214_abs,128,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::c8090214_abs,256,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::c8090214_abs,256,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::c8090214_abs,256,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::c8090214_abs,256,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::c8090214_abs,256,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::c8090214_abs,256,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::c8090214_abs,512,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::c8090214_abs,512,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::c8090214_abs,512,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::c8090214_abs,512,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::c8090214_abs,512,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::c8090214_abs,512,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::c8090214_abs,1024,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::c8090214_abs,1024,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::c8090214_abs,1024,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::c8090214_abs,1024,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::c8090214_abs,1024,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::c8090214_abs,1024,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,128,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,128,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,128,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,128,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,128,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,128,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,256,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,256,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,256,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,256,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,256,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,256,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,512,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,512,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,512,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,512,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,512,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,512,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,1024,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,1024,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,1024,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,1024,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,1024,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::gpt4_a56e767c,1024,A_cot,A_plan,0.0,0.0,0.0,16
longmemeval::d851d5ba,128,A_react,A_plan,0.0,0.0,0.0,16
longmemeval::d851d5ba,128,A_react,A_cot,0.0,0.0,0.0,16
longmemeval::d851d5ba,128,A_plan,A_react,0.0,0.0,0.0,16
longmemeval::d851d5ba,128,A_plan,A_cot,0.0,0.0,0.0,16
longmemeval::d851d5ba,128,A_cot,A_react,0.0,0.0,0.0,16
longmemeval::d851d5ba,128,A_cot,A_plan,0.0,0.0,0.0,16
