model,prompt_family,init_type,condition_type,fact_type,round,hazard,survival_rate
minimax,general_task_aware,FACT_TABLE_ONLY,needed,RUNTIME_VARIABLE,4,0.06250000937499989,0.9375
minimax,general_task_aware,FACT_TABLE_ONLY,needed,RUNTIME_VARIABLE,5,1.0666666661052204e-08,0.9375
minimax,general_task_aware,FACT_TABLE_ONLY,needed,RUNTIME_VARIABLE,6,1.0666666661052204e-08,0.9375
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ACTION_OUTCOME,0,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ACTION_OUTCOME,1,9.999999828202988e-09,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ACTION_OUTCOME,2,0.25000000749999984,0.75
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ACTION_OUTCOME,3,1.3333333215292953e-08,0.75
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ACTION_OUTCOME,4,0.3333333422222221,0.5
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ACTION_OUTCOME,5,0.5000000099999998,0.25
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ACTION_OUTCOME,6,-0.9999999200000032,0.5
minimax,general_task_aware,NARRATIVE_HEAVY,needed,API_SCHEMA_OR_PARAMETER,0,0.0714285714285714,0.9285714285714286
minimax,general_task_aware,NARRATIVE_HEAVY,needed,API_SCHEMA_OR_PARAMETER,1,0.4615384673372781,0.5
minimax,general_task_aware,NARRATIVE_HEAVY,needed,API_SCHEMA_OR_PARAMETER,2,0.14285715999999982,0.42857142857142855
minimax,general_task_aware,NARRATIVE_HEAVY,needed,API_SCHEMA_OR_PARAMETER,3,-0.3333333022222229,0.5714285714285714
minimax,general_task_aware,NARRATIVE_HEAVY,needed,API_SCHEMA_OR_PARAMETER,4,0.3750000109374998,0.35714285714285715
minimax,general_task_aware,NARRATIVE_HEAVY,needed,API_SCHEMA_OR_PARAMETER,5,2.799999920810592e-08,0.35714285714285715
minimax,general_task_aware,NARRATIVE_HEAVY,needed,API_SCHEMA_OR_PARAMETER,6,2.799999920810592e-08,0.35714285714285715
minimax,general_task_aware,NARRATIVE_HEAVY,needed,AUTH_OR_ACCESS_TOKEN,0,0.050000000000000044,0.95
minimax,general_task_aware,NARRATIVE_HEAVY,needed,AUTH_OR_ACCESS_TOKEN,1,0.31578948088642644,0.65
minimax,general_task_aware,NARRATIVE_HEAVY,needed,AUTH_OR_ACCESS_TOKEN,2,0.15384616686390518,0.55
minimax,general_task_aware,NARRATIVE_HEAVY,needed,AUTH_OR_ACCESS_TOKEN,3,0.09090910743801639,0.5
minimax,general_task_aware,NARRATIVE_HEAVY,needed,AUTH_OR_ACCESS_TOKEN,4,0.4000000119999998,0.3
minimax,general_task_aware,NARRATIVE_HEAVY,needed,AUTH_OR_ACCESS_TOKEN,5,3.3333332205565114e-08,0.3
minimax,general_task_aware,NARRATIVE_HEAVY,needed,AUTH_OR_ACCESS_TOKEN,6,3.3333332205565114e-08,0.3
minimax,general_task_aware,NARRATIVE_HEAVY,needed,COMPLETED_SUBTASK,0,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,COMPLETED_SUBTASK,1,0.3333333399999999,0.6666666666666666
minimax,general_task_aware,NARRATIVE_HEAVY,needed,COMPLETED_SUBTASK,2,1.4999999797815633e-08,0.6666666666666666
minimax,general_task_aware,NARRATIVE_HEAVY,needed,COMPLETED_SUBTASK,3,1.4999999797815633e-08,0.6666666666666666
minimax,general_task_aware,NARRATIVE_HEAVY,needed,COMPLETED_SUBTASK,4,1.4999999797815633e-08,0.6666666666666666
minimax,general_task_aware,NARRATIVE_HEAVY,needed,COMPLETED_SUBTASK,5,1.4999999797815633e-08,0.6666666666666666
minimax,general_task_aware,NARRATIVE_HEAVY,needed,COMPLETED_SUBTASK,6,1.4999999797815633e-08,0.6666666666666666
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ENVIRONMENT_STATE,0,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ENVIRONMENT_STATE,1,9.999999828202988e-09,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ENVIRONMENT_STATE,2,9.999999828202988e-09,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ENVIRONMENT_STATE,3,9.999999828202988e-09,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ENVIRONMENT_STATE,4,1.0,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ENVIRONMENT_STATE,5,,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,ENVIRONMENT_STATE,6,,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,EXACT_IDENTIFIER,0,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,EXACT_IDENTIFIER,1,0.08333334249999991,0.9166666666666666
minimax,general_task_aware,NARRATIVE_HEAVY,needed,EXACT_IDENTIFIER,2,0.18181819074380157,0.75
minimax,general_task_aware,NARRATIVE_HEAVY,needed,EXACT_IDENTIFIER,3,0.11111112296296288,0.6666666666666666
minimax,general_task_aware,NARRATIVE_HEAVY,needed,EXACT_IDENTIFIER,4,0.12500001312499975,0.5833333333333334
minimax,general_task_aware,NARRATIVE_HEAVY,needed,EXACT_IDENTIFIER,5,1.7142856911789295e-08,0.5833333333333334
minimax,general_task_aware,NARRATIVE_HEAVY,needed,EXACT_IDENTIFIER,6,1.7142856911789295e-08,0.5833333333333334
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NARRATIVE_PROGRESS,0,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NARRATIVE_PROGRESS,1,1.0,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NARRATIVE_PROGRESS,2,,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NARRATIVE_PROGRESS,3,,0.5
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NARRATIVE_PROGRESS,4,1.0,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NARRATIVE_PROGRESS,5,,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NARRATIVE_PROGRESS,6,,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,0,0.4375,0.5625
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,1,0.55555556345679,0.25
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,2,0.2500000299999988,0.1875
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,3,0.333333368888887,0.125
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,4,-0.4999998800000096,0.1875
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,5,5.333333041868116e-08,0.1875
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,6,5.333333041868116e-08,0.1875
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NUMERIC_OR_DATE_LITERAL,0,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NUMERIC_OR_DATE_LITERAL,1,9.999999828202988e-09,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NUMERIC_OR_DATE_LITERAL,2,0.16666667499999988,0.8333333333333334
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NUMERIC_OR_DATE_LITERAL,3,1.1999999882661427e-08,0.8333333333333334
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NUMERIC_OR_DATE_LITERAL,4,1.1999999882661427e-08,0.8333333333333334
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NUMERIC_OR_DATE_LITERAL,5,1.1999999882661427e-08,0.8333333333333334
minimax,general_task_aware,NARRATIVE_HEAVY,needed,NUMERIC_OR_DATE_LITERAL,6,-0.1999999856000001,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,RUNTIME_VARIABLE,0,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,RUNTIME_VARIABLE,1,0.06250000937499989,0.9375
minimax,general_task_aware,NARRATIVE_HEAVY,needed,RUNTIME_VARIABLE,2,0.06666667662222214,0.875
minimax,general_task_aware,NARRATIVE_HEAVY,needed,RUNTIME_VARIABLE,3,0.07142858204081626,0.8125
minimax,general_task_aware,NARRATIVE_HEAVY,needed,RUNTIME_VARIABLE,4,0.07692308828402361,0.75
minimax,general_task_aware,NARRATIVE_HEAVY,needed,RUNTIME_VARIABLE,5,1.3333333215292953e-08,0.75
minimax,general_task_aware,NARRATIVE_HEAVY,needed,RUNTIME_VARIABLE,6,1.3333333215292953e-08,0.75
minimax,general_task_aware,RAW_FULL,needed,ACTION_OUTCOME,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,needed,ACTION_OUTCOME,1,0.3076923146153845,0.6923076923076923
minimax,general_task_aware,RAW_FULL,needed,ACTION_OUTCOME,2,0.11111112395061706,0.6153846153846154
minimax,general_task_aware,RAW_FULL,needed,ACTION_OUTCOME,3,-0.24999997968750032,0.7692307692307693
minimax,general_task_aware,RAW_FULL,needed,ACTION_OUTCOME,4,0.10000001169999995,0.6923076923076923
minimax,general_task_aware,RAW_FULL,needed,ACTION_OUTCOME,5,0.11111112395061706,0.6153846153846154
minimax,general_task_aware,RAW_FULL,needed,ACTION_OUTCOME,6,1.6249999790218794e-08,0.6153846153846154
minimax,general_task_aware,RAW_FULL,needed,API_SCHEMA_OR_PARAMETER,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,needed,API_SCHEMA_OR_PARAMETER,1,0.3658536648780487,0.6341463414634146
minimax,general_task_aware,RAW_FULL,needed,API_SCHEMA_OR_PARAMETER,2,0.07692309147928988,0.5853658536585366
minimax,general_task_aware,RAW_FULL,needed,API_SCHEMA_OR_PARAMETER,3,0.29166667876736097,0.4146341463414634
minimax,general_task_aware,RAW_FULL,needed,API_SCHEMA_OR_PARAMETER,4,0.23529413608996486,0.3170731707317073
minimax,general_task_aware,RAW_FULL,needed,API_SCHEMA_OR_PARAMETER,5,3.15384605098501e-08,0.3170731707317073
minimax,general_task_aware,RAW_FULL,needed,API_SCHEMA_OR_PARAMETER,6,3.15384605098501e-08,0.3170731707317073
minimax,general_task_aware,RAW_FULL,needed,AUTH_OR_ACCESS_TOKEN,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,needed,AUTH_OR_ACCESS_TOKEN,1,0.22000000779999984,0.78
minimax,general_task_aware,RAW_FULL,needed,AUTH_OR_ACCESS_TOKEN,2,0.10256411406969101,0.7
minimax,general_task_aware,RAW_FULL,needed,AUTH_OR_ACCESS_TOKEN,3,0.14285715510204067,0.6
minimax,general_task_aware,RAW_FULL,needed,AUTH_OR_ACCESS_TOKEN,4,0.1333333477777775,0.52
minimax,general_task_aware,RAW_FULL,needed,AUTH_OR_ACCESS_TOKEN,5,0.03846155695266251,0.5
minimax,general_task_aware,RAW_FULL,needed,AUTH_OR_ACCESS_TOKEN,6,0.0800000183999997,0.46
minimax,general_task_aware,RAW_FULL,needed,COMPLETED_SUBTASK,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,needed,COMPLETED_SUBTASK,1,0.3333333399999999,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,COMPLETED_SUBTASK,2,1.4999999797815633e-08,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,COMPLETED_SUBTASK,3,1.4999999797815633e-08,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,COMPLETED_SUBTASK,4,1.4999999797815633e-08,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,COMPLETED_SUBTASK,5,1.4999999797815633e-08,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,COMPLETED_SUBTASK,6,1.4999999797815633e-08,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,ENVIRONMENT_STATE,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,needed,ENVIRONMENT_STATE,1,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,ENVIRONMENT_STATE,2,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,ENVIRONMENT_STATE,3,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,ENVIRONMENT_STATE,4,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,ENVIRONMENT_STATE,5,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,ENVIRONMENT_STATE,6,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,EXACT_IDENTIFIER,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,needed,EXACT_IDENTIFIER,1,0.07142858071428548,0.9285714285714286
minimax,general_task_aware,RAW_FULL,needed,EXACT_IDENTIFIER,2,1.0769230729401613e-08,0.9285714285714286
minimax,general_task_aware,RAW_FULL,needed,EXACT_IDENTIFIER,3,0.038461548816567936,0.8928571428571429
minimax,general_task_aware,RAW_FULL,needed,EXACT_IDENTIFIER,4,0.04000001075199999,0.8571428571428571
minimax,general_task_aware,RAW_FULL,needed,EXACT_IDENTIFIER,5,1.1666666632770273e-08,0.8571428571428571
minimax,general_task_aware,RAW_FULL,needed,EXACT_IDENTIFIER,6,1.1666666632770273e-08,0.8571428571428571
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_GOAL,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_GOAL,1,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_GOAL,2,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_GOAL,3,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_GOAL,4,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_GOAL,5,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_GOAL,6,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_PROGRESS,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_PROGRESS,1,0.6666666699999999,0.3333333333333333
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_PROGRESS,2,2.9999999040519754e-08,0.3333333333333333
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_PROGRESS,3,2.9999999040519754e-08,0.3333333333333333
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_PROGRESS,4,2.9999999040519754e-08,0.3333333333333333
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_PROGRESS,5,0.5000000149999995,0.16666666666666666
minimax,general_task_aware,RAW_FULL,needed,NARRATIVE_PROGRESS,6,-0.9999998800000072,0.3333333333333333
minimax,general_task_aware,RAW_FULL,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,1,0.82500000175,0.175
minimax,general_task_aware,RAW_FULL,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,2,5.7142853893132894e-08,0.175
minimax,general_task_aware,RAW_FULL,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,3,-0.14285707755102428,0.2
minimax,general_task_aware,RAW_FULL,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,4,0.12500004374999785,0.175
minimax,general_task_aware,RAW_FULL,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,5,-0.14285707755102428,0.2
minimax,general_task_aware,RAW_FULL,needed,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,6,4.99999974756804e-08,0.2
minimax,general_task_aware,RAW_FULL,needed,NUMERIC_OR_DATE_LITERAL,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,needed,NUMERIC_OR_DATE_LITERAL,1,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,NUMERIC_OR_DATE_LITERAL,2,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,NUMERIC_OR_DATE_LITERAL,3,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,needed,NUMERIC_OR_DATE_LITERAL,4,0.16666667499999988,0.8333333333333334
minimax,general_task_aware,RAW_FULL,needed,NUMERIC_OR_DATE_LITERAL,5,-0.0999999868000001,0.9166666666666666
minimax,general_task_aware,RAW_FULL,needed,NUMERIC_OR_DATE_LITERAL,6,1.0909090852884162e-08,0.9166666666666666
minimax,general_task_aware,RAW_FULL,needed,RUNTIME_VARIABLE,0,0.04761904761904767,0.9523809523809523
minimax,general_task_aware,RAW_FULL,needed,RUNTIME_VARIABLE,1,0.12500000918749987,0.8333333333333334
minimax,general_task_aware,RAW_FULL,needed,RUNTIME_VARIABLE,2,0.08571429668571429,0.7619047619047619
minimax,general_task_aware,RAW_FULL,needed,RUNTIME_VARIABLE,3,0.1250000114843749,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,RUNTIME_VARIABLE,4,0.07142858535714258,0.6190476190476191
minimax,general_task_aware,RAW_FULL,needed,RUNTIME_VARIABLE,5,1.6153845927568966e-08,0.6190476190476191
minimax,general_task_aware,RAW_FULL,needed,RUNTIME_VARIABLE,6,-0.03846152168639083,0.6428571428571429
minimax,general_task_aware,RAW_FULL,unneeded,ACTION_OUTCOME,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,ACTION_OUTCOME,1,0.6666666699999999,0.3333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,ACTION_OUTCOME,2,-0.3333332933333346,0.4444444444444444
minimax,general_task_aware,RAW_FULL,unneeded,ACTION_OUTCOME,3,0.5000000112499998,0.2222222222222222
minimax,general_task_aware,RAW_FULL,unneeded,ACTION_OUTCOME,4,0.500000022499999,0.1111111111111111
minimax,general_task_aware,RAW_FULL,unneeded,ACTION_OUTCOME,5,8.999999190351105e-08,0.1111111111111111
minimax,general_task_aware,RAW_FULL,unneeded,ACTION_OUTCOME,6,8.999999190351105e-08,0.1111111111111111
minimax,general_task_aware,RAW_FULL,unneeded,API_SCHEMA_OR_PARAMETER,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,API_SCHEMA_OR_PARAMETER,1,0.25925926666666654,0.7407407407407407
minimax,general_task_aware,RAW_FULL,unneeded,API_SCHEMA_OR_PARAMETER,2,0.3500000087749999,0.48148148148148145
minimax,general_task_aware,RAW_FULL,unneeded,API_SCHEMA_OR_PARAMETER,3,2.0769230335559996e-08,0.48148148148148145
minimax,general_task_aware,RAW_FULL,unneeded,API_SCHEMA_OR_PARAMETER,4,0.15384617142011792,0.4074074074074074
minimax,general_task_aware,RAW_FULL,unneeded,API_SCHEMA_OR_PARAMETER,5,0.09090911322313988,0.37037037037037035
minimax,general_task_aware,RAW_FULL,unneeded,API_SCHEMA_OR_PARAMETER,6,-0.09999997030000074,0.4074074074074074
minimax,general_task_aware,RAW_FULL,unneeded,AUTH_OR_ACCESS_TOKEN,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,AUTH_OR_ACCESS_TOKEN,1,0.3666666729999999,0.6333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,AUTH_OR_ACCESS_TOKEN,2,0.4210526407202215,0.36666666666666664
minimax,general_task_aware,RAW_FULL,unneeded,AUTH_OR_ACCESS_TOKEN,3,-0.0909090611570258,0.4
minimax,general_task_aware,RAW_FULL,unneeded,AUTH_OR_ACCESS_TOKEN,4,0.25000001874999955,0.3
minimax,general_task_aware,RAW_FULL,unneeded,AUTH_OR_ACCESS_TOKEN,5,3.3333332205565114e-08,0.3
minimax,general_task_aware,RAW_FULL,unneeded,AUTH_OR_ACCESS_TOKEN,6,0.11111114074073969,0.26666666666666666
minimax,general_task_aware,RAW_FULL,unneeded,COMPLETED_SUBTASK,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,COMPLETED_SUBTASK,1,0.3333333399999999,0.6666666666666666
minimax,general_task_aware,RAW_FULL,unneeded,COMPLETED_SUBTASK,2,0.5000000075,0.3333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,COMPLETED_SUBTASK,3,2.9999999040519754e-08,0.3333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,COMPLETED_SUBTASK,4,2.9999999040519754e-08,0.3333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,COMPLETED_SUBTASK,5,-0.9999999400000019,0.6666666666666666
minimax,general_task_aware,RAW_FULL,unneeded,COMPLETED_SUBTASK,6,1.4999999797815633e-08,0.6666666666666666
minimax,general_task_aware,RAW_FULL,unneeded,ENVIRONMENT_STATE,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,ENVIRONMENT_STATE,1,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,unneeded,ENVIRONMENT_STATE,2,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,unneeded,ENVIRONMENT_STATE,3,1.0,0.0
minimax,general_task_aware,RAW_FULL,unneeded,ENVIRONMENT_STATE,4,,0.0
minimax,general_task_aware,RAW_FULL,unneeded,ENVIRONMENT_STATE,5,,0.0
minimax,general_task_aware,RAW_FULL,unneeded,ENVIRONMENT_STATE,6,,0.0
minimax,general_task_aware,RAW_FULL,unneeded,EXACT_IDENTIFIER,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,EXACT_IDENTIFIER,1,0.12500000874999984,0.875
minimax,general_task_aware,RAW_FULL,unneeded,EXACT_IDENTIFIER,2,0.07142858204081626,0.8125
minimax,general_task_aware,RAW_FULL,unneeded,EXACT_IDENTIFIER,3,1.2307692198731957e-08,0.8125
minimax,general_task_aware,RAW_FULL,unneeded,EXACT_IDENTIFIER,4,0.1538461642603549,0.6875
minimax,general_task_aware,RAW_FULL,unneeded,EXACT_IDENTIFIER,5,1.4545454396497348e-08,0.6875
minimax,general_task_aware,RAW_FULL,unneeded,EXACT_IDENTIFIER,6,1.4545454396497348e-08,0.6875
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_GOAL,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_GOAL,1,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_GOAL,2,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_GOAL,3,0.500000005,0.5
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_GOAL,4,1.9999999656405976e-08,0.5
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_GOAL,5,-0.9999999600000007,1.0
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_GOAL,6,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_PROGRESS,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_PROGRESS,1,0.7500000025,0.25
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_PROGRESS,2,-0.9999999200000032,0.5
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_PROGRESS,3,0.5000000099999998,0.25
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_PROGRESS,4,3.999999842463353e-08,0.25
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_PROGRESS,5,3.999999842463353e-08,0.25
minimax,general_task_aware,RAW_FULL,unneeded,NARRATIVE_PROGRESS,6,3.999999842463353e-08,0.25
minimax,general_task_aware,RAW_FULL,unneeded,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,1,0.833333335,0.16666666666666666
minimax,general_task_aware,RAW_FULL,unneeded,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,2,0.5000000299999983,0.08333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,3,1.1999998550393798e-07,0.08333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,4,1.1999998550393798e-07,0.08333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,5,1.1999998550393798e-07,0.08333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,6,1.1999998550393798e-07,0.08333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,NUMERIC_OR_DATE_LITERAL,0,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,NUMERIC_OR_DATE_LITERAL,1,9.999999828202988e-09,1.0
minimax,general_task_aware,RAW_FULL,unneeded,NUMERIC_OR_DATE_LITERAL,2,0.16666667499999988,0.8333333333333334
minimax,general_task_aware,RAW_FULL,unneeded,NUMERIC_OR_DATE_LITERAL,3,1.1999999882661427e-08,0.8333333333333334
minimax,general_task_aware,RAW_FULL,unneeded,NUMERIC_OR_DATE_LITERAL,4,1.1999999882661427e-08,0.8333333333333334
minimax,general_task_aware,RAW_FULL,unneeded,NUMERIC_OR_DATE_LITERAL,5,1.1999999882661427e-08,0.8333333333333334
minimax,general_task_aware,RAW_FULL,unneeded,NUMERIC_OR_DATE_LITERAL,6,0.20000000959999997,0.6666666666666666
